,pVal,phase,peak.shape,period,diel
SAR92_K01419,2.73066687029114e-05,12,16,24,YES
High-light Pro_K01689,2.78949260326159e-05,16,12,24,YES
High-light Pro_K01929,2.78949260326159e-05,16,12,24,YES
Other Alphaproteobacteria_K00412,2.78949260326159e-05,12,12,24,YES
OM60/NOR5_K02276,3.04220298612621e-05,12,16,24,YES
SAR92_K02276,3.04220298612621e-05,12,16,24,YES
Crocosphaera_K00053,3.1652525139123e-05,16,16,24,YES
Crocosphaera_K03404,3.16879707947547e-05,24,8,24,YES
SAR11_K08300,3.16879707947547e-05,4,8,24,YES
Crocosphaera_K00240,3.18706979498936e-05,4,16,24,YES
SAR11_K18588,3.18706979498936e-05,4,8,24,YES
SAR116_K04564,3.29889247808973e-05,8,12,24,YES
OM60/NOR5_K00860,3.3159788240986e-05,8,20,24,YES
Roseobacter_K04047,3.33193660385252e-05,4,16,24,YES
SUP05/ARCTIC96BD-19_--,3.33193660385252e-05,4,8,24,YES
Crocosphaera_K00286,3.37512116843016e-05,4,12,24,YES
Crocosphaera_K02259,3.37512116843016e-05,16,12,24,YES
High-light Pro_K04039,3.37512116843016e-05,16,12,24,YES
Crocosphaera_K00239,3.47680341271567e-05,20,8,24,YES
Crocosphaera_K00873,3.48760738525165e-05,16,12,24,YES
Crocosphaera_K04567,3.50515948553871e-05,16,16,24,YES
--_K00036,3.53584122406969e-05,16,12,24,YES
Crocosphaera_K05380,3.53584122406969e-05,4,12,24,YES
Crocosphaera_K08903,3.53584122406969e-05,4,12,24,YES
Eukaryota_K02108,3.53584122406969e-05,4,12,24,YES
High-light Pro_K05575,3.53584122406969e-05,4,12,24,YES
SAR92_K03711,3.53584122406969e-05,4,12,24,YES
--_K02499,3.6287817258987e-05,24,12,24,YES
SAR116_K02259,3.6287817258987e-05,8,12,24,YES
High-light Pro_K03544,3.69656127970922e-05,16,12,24,YES
Crocosphaera_K03531,3.79372634980319e-05,24,12,24,YES
Crocosphaera_K01007,3.82776783477714e-05,12,8,24,YES
High-light Pro_K02992,3.82776783477714e-05,24,16,24,YES
Roseobacter_K02274,3.82776783477714e-05,16,8,24,YES
Low-light Pro_K01601,3.85567543409258e-05,4,8,24,YES
SAR86_K04077,3.88065853849102e-05,12,8,24,YES
High-light Pro_K01480,4.00175728181247e-05,20,16,24,YES
High-light Pro_K04077,4.00175728181247e-05,12,8,24,YES
SAR116_K00265,4.00175728181247e-05,12,8,24,YES
High-light Pro_K02294,4.06545180222869e-05,8,16,24,YES
SAR11-like_K04078,4.08098731007054e-05,12,16,24,YES
Crocosphaera_K09747,4.21206005481641e-05,24,8,24,YES
SAR11-like_K00574,4.21206005481641e-05,8,16,24,YES
SAR86_K01406,4.21206005481641e-05,8,16,24,YES
High-light Pro_K02110,4.40762435245573e-05,4,16,24,YES
SAR11_K01907,4.40762435245573e-05,4,8,24,YES
SAR86_K04755,4.40762435245573e-05,12,16,24,YES
OM60/NOR5_K04077,4.412634343141e-05,8,16,24,YES
SAR11_K17893,4.6175112263822e-05,12,16,24,YES
OM60/NOR5_K17893,4.67859844027632e-05,8,20,24,YES
Roseobacter_K03403,4.67859844027632e-05,24,4,24,YES
SAR11-like_K04043,4.72262929841685e-05,12,12,24,YES
Eukaryota_K02899,4.82739810030866e-05,4,8,24,YES
Roseobacter_K03088,4.82739810030866e-05,4,16,24,YES
Crocosphaera_K00930,4.90150841731896e-05,24,4,24,YES
Crocosphaera_K11954,5.00915354160542e-05,4,12,24,YES
High-light Pro_K02314,5.00915354160542e-05,4,12,24,YES
SAR11_K00812,5.00915354160542e-05,4,12,24,YES
High-light Pro_K01873,5.21309129782853e-05,8,12,24,YES
High-light Pro_K03702,5.21309129782853e-05,8,12,24,YES
SAR116_K01638,5.21309129782853e-05,12,12,24,YES
High-light Pro_K16149,5.24768466263424e-05,4,12,24,YES
Cyanothece_K07496,5.29100124465037e-05,4,16,24,YES
Crocosphaera_K02587,5.32539496986303e-05,16,16,24,YES
Crocosphaera_K02963,5.32539496986303e-05,24,16,24,YES
Other Alphaproteobacteria_K04080,5.32539496986303e-05,12,8,24,YES
Crocosphaera_K01775,5.35666060946221e-05,4,16,24,YES
Crocosphaera_K01807,5.46133374058227e-05,24,12,24,YES
Other Alphaproteobacteria_K04751,5.46133374058227e-05,24,12,24,YES
Other Alphaproteobacteria_K08928,5.46133374058227e-05,20,12,24,YES
SAR11_K00412,5.46133374058227e-05,12,12,24,YES
SAR11_K03320,5.46133374058227e-05,8,12,24,YES
Crocosphaera_K02009,5.48621578366307e-05,16,12,24,YES
Crocosphaera_K00818,5.49298163177135e-05,16,12,24,YES
Crocosphaera_K01885,5.57898520652318e-05,24,16,24,YES
Other Alphaproteobacteria_K03686,5.57898520652318e-05,12,8,24,YES
Actinobacteria_K03696,5.70957618333601e-05,12,12,24,YES
Crocosphaera_K03686,5.70957618333601e-05,24,12,24,YES
Flavobacteriia_K00639,5.70957618333601e-05,12,12,24,YES
High-light Pro_K07088,5.70957618333601e-05,8,12,24,YES
Other Gammaproteobacteria_K13643,5.83257544318332e-05,12,8,24,YES
SAR11_K02275,5.83257544318332e-05,16,8,24,YES
High-light Pro_K01433,5.98993202836925e-05,16,8,24,YES
SAR86_K02274,5.98993202836925e-05,12,8,24,YES
Crocosphaera_K01962,6.06204658682265e-05,4,4,24,YES
SAR11_K03517,6.06204658682265e-05,8,20,24,YES
High-light Pro_K02356,6.3680204399421e-05,4,12,24,YES
Crocosphaera_K10206,6.46296503589588e-05,24,8,24,YES
Cyanothece_K06919,6.46296503589588e-05,24,8,24,YES
High-light Pro_K02879,6.6319576481972e-05,4,8,24,YES
High-light Pro_K01870,6.74023538319765e-05,8,12,24,YES
SAR92_K03687,6.74023538319765e-05,8,12,24,YES
SAR116_K08602,6.78484990795404e-05,12,8,24,YES
Crocosphaera_K17836,6.9334102685698e-05,4,8,24,YES
Eukaryota_K02886,6.9334102685698e-05,4,8,24,YES
Eukaryota_K03076,6.9334102685698e-05,4,8,24,YES
Roseobacter_K03046,6.9334102685698e-05,4,16,24,YES
SAR11-like_K00962,7.2348628889424e-05,4,8,24,YES
Rivulariaceae_K02274,7.26944512025862e-05,12,12,24,YES
SAR11_K03980,7.26944512025862e-05,8,16,24,YES
Crocosphaera_K02694,7.36083491963129e-05,4,12,24,YES
Crocosphaera_K04042,7.36083491963129e-05,4,12,24,YES
Other Alphaproteobacteria_K00023,7.36083491963129e-05,16,12,24,YES
SAR11_K00737,7.36083491963129e-05,16,12,24,YES
Crocosphaera_K04759,7.68534692138537e-05,16,16,24,YES
Crocosphaera_K01803,7.71135086818516e-05,4,12,24,YES
Eukaryota_K02904,7.76131707698204e-05,24,12,24,YES
Crocosphaera_K02585,8.05131582240372e-05,16,16,24,YES
Crocosphaera_K02596,8.05131582240372e-05,16,16,24,YES
Crocosphaera_K02887,8.05131582240372e-05,24,16,24,YES
Actinobacteria_K00128,8.13090360445737e-05,12,12,24,YES
Crocosphaera_K09015,8.13090360445737e-05,20,12,24,YES
Eukaryota_K02948,8.13090360445737e-05,24,12,24,YES
SAR11_K04088,8.13090360445737e-05,12,12,24,YES
High-light Pro_K02871,8.15079106115299e-05,4,12,24,YES
Crocosphaera_K02706,8.31443052730772e-05,8,12,24,YES
High-light Pro_K02933,8.3399476235412e-05,24,16,24,YES
Crocosphaera_K00788,8.41728472342207e-05,16,16,24,YES
Crocosphaera_K01956,8.41728472342207e-05,16,16,24,YES
Other Gammaproteobacteria_K01338,8.41728472342207e-05,12,8,24,YES
SAR11-like_K04087,8.41728472342207e-05,12,8,24,YES
SAR11-like_K04077,8.50049013193271e-05,12,12,24,YES
SAR116_K09014,8.50049013193271e-05,8,12,24,YES
Crocosphaera_K01462,8.52128156393268e-05,8,12,24,YES
OM60/NOR5_K00240,8.53297346651113e-05,8,20,24,YES
Crocosphaera_K02881,8.73708798656698e-05,24,8,24,YES
Other Alphaproteobacteria_K07302,8.73708798656698e-05,12,8,24,YES
SAR11_K04043,8.78325362444043e-05,12,8,24,YES
High-light Pro_K02906,8.78813467106923e-05,24,16,24,YES
SAR11-like_K03644,8.90397231288118e-05,8,20,24,YES
Crocosphaera_K03040,8.95058058814767e-05,24,8,24,YES
High-light Pro_K01265,8.95058058814767e-05,8,16,24,YES
Eukaryota_K02988,9.01592866061399e-05,4,8,24,YES
High-light Pro_K02035,9.01592866061399e-05,12,16,24,YES
SAR11_K02965,9.01592866061399e-05,4,8,24,YES
Flavobacteriia_K00184,9.06245719556304e-05,16,8,24,YES
Crocosphaera_K00700,9.34954343343586e-05,4,12,24,YES
SAR86_K03782,9.34954343343586e-05,12,12,24,YES
Crocosphaera_K02990,9.3767987113928e-05,24,8,24,YES
High-light Pro_K01945,9.3767987113928e-05,8,16,24,YES
Other Alphaproteobacteria_K00114,9.3767987113928e-05,8,16,24,YES
SAR11_K01681,9.3767987113928e-05,8,16,24,YES
OM60/NOR5_K02945,9.44525859683371e-05,4,8,24,YES
SAR11_K02950,9.44525859683371e-05,4,8,24,YES
SAR116_K02035,9.44525859683371e-05,4,8,24,YES
SAR92_K03924,9.44525859683371e-05,4,8,24,YES
SAR86_K00347,9.47310264512425e-05,12,8,24,YES
Other Alphaproteobacteria_K03694,0.000100412603856715,4,20,24,YES
Crocosphaera_K00075,0.000103039184692731,4,16,24,YES
SAR11_K03664,0.000104628221557549,24,16,24,YES
Other Alphaproteobacteria_K01969,0.000107133212189244,16,12,24,YES
Other Alphaproteobacteria_K02051,0.000108992003961557,20,16,24,YES
Crocosphaera_K02926,0.000109229359653773,24,12,24,YES
SAR11_K02196,0.000109859632635427,16,8,24,YES
Crocosphaera_K08902,0.000112234793722065,4,12,24,YES
High-light Pro_K00696,0.000112234793722065,16,12,24,YES
--_K02635,0.000114353247814322,8,12,24,YES
Crocosphaera_K00003,0.000114353247814322,24,12,24,YES
Crocosphaera_K02593,0.000114353247814322,20,12,24,YES
Crocosphaera_K02890,0.000114353247814322,24,12,24,YES
Roseobacter_K03701,0.000114353247814322,8,12,24,YES
High-light Pro_K05584,0.000114430757732524,12,12,24,YES
Crocosphaera_K06281,0.000115091043713304,16,16,24,YES
Rivulariaceae_K02275,0.000115091043713304,16,8,24,YES
Crocosphaera_K04039,0.000115646727661125,4,8,24,YES
Eukaryota_K02637,0.000119798640567385,8,12,24,YES
SAR116_K03336,0.000119798640567385,12,12,24,YES
SAR116_K09013,0.000119798640567385,12,12,24,YES
--_K03704,0.000120322454791182,16,8,24,YES
SAR11_K01755,0.000120404647850783,24,16,24,YES
SAR11_K01713,0.000120869136175405,12,16,24,YES
Crocosphaera_K00507,0.000124116261591407,4,12,24,YES
High-light Pro_K01952,0.000125244033320448,12,12,24,YES
Euryarchaeota_K00239,0.000126209327658943,16,8,24,YES
Crocosphaera_K01835,0.000127360408798842,4,8,24,YES
--_K03594,0.000130026559762426,24,12,24,YES
Eukaryota_K01601,0.000130026559762426,4,8,24,YES
SAR11-like_K00330,0.000131875072699571,16,4,24,YES
SAR92_K03694,0.000131946115279804,8,16,24,YES
Eukaryota_K02982,0.000133425190170215,4,16,24,YES
Other Gammaproteobacteria_K02014,0.000133425190170215,4,8,24,YES
Roseobacter_K02025,0.000133425190170215,4,8,24,YES
Crocosphaera_K02495,0.000135696998159081,20,12,24,YES
Crocosphaera_K09774,0.000135936857933446,4,20,24,YES
SAR86_K00122,0.000139489971541589,4,8,24,YES
Crocosphaera_K02113,0.000140932194375951,24,8,24,YES
High-light Pro_K02434,0.000140932194375951,8,16,24,YES
SAR324_K02027,0.000140932194375951,24,8,24,YES
SAR92_K03040,0.000145554752912962,4,16,24,YES
Other Gammaproteobacteria_K11179,0.000148945642742624,16,8,24,YES
High-light Pro_K10563,0.00015326015747124,12,4,24,YES
SAR11_K01338,0.00015326015747124,12,12,24,YES
Crocosphaera_K01256,0.000154487148942579,4,12,24,YES
Crocosphaera_K04763,0.000154487148942579,4,12,24,YES
Other Alphaproteobacteria_K03046,0.000154487148942579,4,12,24,YES
High-light Pro_K00794,0.000155606011167466,8,8,24,YES
High-light Pro_K02994,0.000155606011167466,24,16,24,YES
SAR116_K02025,0.000155606011167466,24,16,24,YES
Crocosphaera_K00058,0.000156392924879755,16,16,24,YES
SAR116_K04079,0.000159284343571772,8,12,24,YES
Crocosphaera_K02994,0.000159314654511945,24,8,24,YES
Crocosphaera_K01963,0.000161843679844607,4,12,24,YES
Crocosphaera_K02274,0.000161843679844607,16,12,24,YES
Other Alphaproteobacteria_K01469,0.000161843679844607,16,12,24,YES
--_K02935,0.000162978716449592,24,16,24,YES
Crocosphaera_K02356,0.00016301582122306,24,16,24,YES
High-light Pro_K02689,0.00016301582122306,12,8,24,YES
High-light Pro_K11959,0.00016301582122306,20,16,24,YES
Roseobacter_K11334,0.00016301582122306,20,16,24,YES
SAR11_K06167,0.00016301582122306,24,16,24,YES
High-light Pro_K06999,0.000163840207016886,24,16,24,YES
SAR11-like_K01419,0.000166798952470824,12,12,24,YES
--_K00858,0.000170425631278654,16,8,24,YES
Crocosphaera_K01255,0.000170425631278654,24,16,24,YES
Crocosphaera_K01551,0.000170425631278654,24,16,24,YES
Crocosphaera_K01845,0.000170425631278654,20,16,24,YES
Crocosphaera_K02933,0.000170425631278654,24,16,24,YES
Other Bacteroidetes_K01915,0.000170425631278654,16,8,24,YES
SAR86_K00240,0.000170425631278654,12,8,24,YES
Crocosphaera_K03526,0.000171326367745744,4,12,24,YES
SAR116_K04087,0.000172397563968167,8,16,24,YES
SAR11_K00303,0.000173847183752798,16,4,24,YES
SAR11-like_K03782,0.000173847183752798,16,4,24,YES
Crocosphaera_K00966,0.00017474175973134,24,12,24,YES
Crocosphaera_K02988,0.00017474175973134,24,12,24,YES
Crocosphaera_K05592,0.00017474175973134,24,12,24,YES
Eukaryota_K02994,0.00017474175973134,24,12,24,YES
High-light Pro_K02032,0.00017474175973134,24,12,24,YES
SAR116_K04043,0.00017474175973134,8,12,24,YES
High-light Pro_K01992,0.000176173527381536,8,20,24,YES
Crocosphaera_K01940,0.000177835441334247,16,16,24,YES
Crocosphaera_K10257,0.00017849128372923,4,16,24,YES
Other Gammaproteobacteria_K09860,0.00017849128372923,4,8,24,YES
--_K01955,0.000179484766209827,4,4,24,YES
Firmicutes_K01206,0.000180606971776175,16,16,24,YES
Other Alphaproteobacteria_K00632,0.000182684566991855,24,12,24,YES
Roseobacter_K03798,0.000182684566991855,8,12,24,YES
SAR86_K03687,0.000183362146173131,8,16,24,YES
Crocosphaera_K02635,0.000186990868668717,4,16,24,YES
Cyanothece_K00986,0.000186990868668717,4,16,24,YES
High-light Pro_K02946,0.000186990868668717,4,8,24,YES
SAR11_K02897,0.000186990868668717,4,8,24,YES
SAR116_K02275,0.000188816379584183,12,8,24,YES
High-light Pro_K05337,0.00019209367694328,8,16,24,YES
SAR11_K01992,0.00019209367694328,8,16,24,YES
SAR92_K03686,0.000192408265864439,8,20,24,YES
Cyanothece_K03464,0.000195490453608204,4,8,24,YES
SAR86_K02014,0.000195490453608204,4,8,24,YES
High-light Pro_K06911,0.000198772321079363,12,12,24,YES
Roseobacter_K01595,0.000200768548924699,4,20,24,YES
Crocosphaera_K01755,0.000200825207713429,24,8,24,YES
Crocosphaera_K02357,0.000200825207713429,24,8,24,YES
SAR86_K03070,0.000209556738483579,8,16,24,YES
High-light Pro_K02710,0.000209899780884525,8,12,24,YES
Other Alphaproteobacteria_K04043,0.000218458719307547,12,8,24,YES
Actinobacteria_K02935,0.000219895008545692,24,12,24,YES
Roseobacter_K10232,0.000219895008545692,16,12,24,YES
Roseobacter_K13893,0.000219895008545692,8,12,24,YES
Crocosphaera_K01338,0.000220780116443966,4,12,24,YES
Crocosphaera_K07007,0.000220780116443966,4,12,24,YES
OM60/NOR5_K01902,0.000220780116443966,16,12,24,YES
Crocosphaera_K02895,0.000227892371919619,20,20,24,YES
SAR11_K00395,0.000227892371919619,16,4,24,YES
Crocosphaera_K02160,0.000228861515465049,24,16,24,YES
Crocosphaera_K06282,0.000228861515465049,16,16,24,YES
High-light Pro_K02899,0.000228861515465049,24,16,24,YES
Crocosphaera_K02691,0.000230165431861337,4,16,24,YES
OM60/NOR5_K02916,0.00023129345532225,4,12,24,YES
Other Bacteroidetes_K00184,0.00023129345532225,16,12,24,YES
SAR92_K01495,0.00023129345532225,4,12,24,YES
OM60/NOR5_K02933,0.000237800735916124,16,20,24,YES
Eukaryota_K11252,0.000239264311622551,16,16,24,YES
High-light Pro_K00651,0.000239264311622551,16,8,24,YES
High-light Pro_K13292,0.000239264311622551,12,8,24,YES
SAR116_K02274,0.000239990927679786,8,16,24,YES
--_K01602,0.000240627496945943,4,8,24,YES
Other Gammaproteobacteria_K02274,0.000240945080076163,12,12,24,YES
SAR92_K04752,0.000240945080076163,24,12,24,YES
Viruses_K10908,0.000240945080076163,24,12,24,YES
Crocosphaera_K01737,0.000241806794200534,4,12,24,YES
Crocosphaera_K07277,0.000241806794200534,4,12,24,YES
Crocosphaera_K08309,0.000245961113236365,4,12,24,YES
SAR11-like_K07160,0.000248232523182814,4,8,24,YES
High-light Pro_K00951,0.000248546232135555,12,12,24,YES
SAR86_K13628,0.000249667107780053,12,8,24,YES
High-light Pro_K05979,0.000250899606210686,8,20,24,YES
Crocosphaera_K02952,0.000252418655317885,24,12,24,YES
High-light Pro_K00858,0.000252418655317885,12,12,24,YES
Other Alphaproteobacteria_K01958,0.000252418655317885,24,12,24,YES
Other Gammaproteobacteria_K03686,0.000252418655317885,8,12,24,YES
Crocosphaera_K01495,0.000253249618653229,4,4,24,YES
SAR86_K03686,0.000253997037910755,12,8,24,YES
High-light Pro_K01495,0.000256109411563645,4,16,24,YES
Other Alphaproteobacteria_K01601,0.000260053119524852,4,8,24,YES
Other Alphaproteobacteria_K02864,0.000260053119524852,4,16,24,YES
SAR92_K03561,0.000260053119524852,4,16,24,YES
Crocosphaera_K03405,0.000260437666878305,20,12,24,YES
Crocosphaera_K01710,0.000263892230559607,24,12,24,YES
Eukaryota_K02878,0.000263892230559607,24,12,24,YES
Eukaryota_K02996,0.000263892230559607,24,12,24,YES
Flavobacteriia_K00351,0.000263892230559607,12,12,24,YES
High-light Pro_K07769,0.000263892230559607,8,12,24,YES
Roseobacter_K08738,0.000263892230559607,8,12,24,YES
Roseobacter_K13992,0.000263892230559607,24,12,24,YES
SAR11_K00336,0.000263892230559607,12,12,24,YES
SAR11_K02274,0.000263892230559607,12,12,24,YES
SAR11_K14067,0.000263892230559607,24,12,24,YES
Crocosphaera_K05386,0.000264760964955648,4,4,24,YES
Other Alphaproteobacteria_K02301,0.000271393996318161,8,16,24,YES
SAR86_K17893,0.000271393996318161,8,16,24,YES
Crocosphaera_K00059,0.000271873715866891,4,8,24,YES
OM60/NOR5_K09903,0.000271873715866891,4,16,24,YES
OM60/NOR5_K03089,0.000276272122484681,8,12,24,YES
Eukaryota_K02261,0.000284193079353728,16,4,24,YES
SAR11_K02337,0.000287464058687637,16,12,24,YES
SAR116_K00161,0.000287464058687637,8,12,24,YES
OM60/NOR5_K02892,0.000287783657560487,4,4,24,YES
SAR11-like_K10552,0.000287783657560487,4,4,24,YES
SAR11-like_K01937,0.000296066177801631,8,16,24,YES
SAR11_K01810,0.000297110946597079,24,20,24,YES
High-light Pro_K04043,0.000301152823387049,8,12,24,YES
Roseobacter_K00281,0.000301152823387049,12,12,24,YES
Crocosphaera_K01057,0.000304088292273383,16,16,24,YES
Crocosphaera_K01491,0.000304088292273383,16,16,24,YES
Crocosphaera_K08479,0.000304088292273383,24,16,24,YES
Crocosphaera_K11601,0.000304088292273383,24,16,24,YES
SAR86_K03088,0.000304088292273383,24,16,24,YES
SAR116_K17226,0.000305178517967213,16,8,24,YES
OM60/NOR5_K02520,0.00030524620306748,24,8,24,YES
SAR11-like_K02275,0.000309119581155596,16,4,24,YES
Crocosphaera_K03527,0.00031278584975951,4,12,24,YES
Crocosphaera_K02097,0.000320699596361326,4,8,24,YES
SAR11-like_K18989,0.000327680414033773,4,12,24,YES
SAR11_K02716,0.000334682672364865,4,12,24,YES
Roseobacter_K00259,0.000344795127936334,24,12,24,YES
SAR11_K00413,0.000344795127936334,12,12,24,YES
Roseobacter_K00432,0.000346633221189956,4,20,24,YES
Crocosphaera_K02002,0.000358969532419655,4,8,24,YES
Roseobacter_K01999,0.000358969532419655,4,8,24,YES
Crocosphaera_K01749,0.00035998639151968,20,16,24,YES
Low-light Pro_K02706,0.00036121394355235,8,12,24,YES
Other Gammaproteobacteria_K04078,0.00036121394355235,8,12,24,YES
Other Gammaproteobacteria_K11181,0.00036121394355235,12,12,24,YES
SAR92_K00540,0.00036121394355235,12,12,24,YES
Crocosphaera_K02931,0.000362009871754027,24,16,24,YES
SAR86_K00413,0.000362975542840576,8,16,24,YES
High-light Pro_K06860,0.000364430532654562,8,12,24,YES
Roseobacter_K11335,0.000368012884056563,20,12,24,YES
SAR116_K03092,0.000375286329347821,4,8,24,YES
SAR324_K06443,0.000375286329347821,4,8,24,YES
Crocosphaera_K17108,0.000375900431546469,24,12,24,YES
Eukaryota_K02954,0.000376349409316029,4,8,24,YES
SAR11_K03596,0.000377632759168366,8,12,24,YES
SAR116_K02968,0.000377632759168366,12,12,24,YES
SAR92_K03782,0.000377632759168366,12,12,24,YES
Crocosphaera_K01623,0.000380260092499651,24,8,24,YES
SAR11_K08744,0.000389832085481133,24,16,24,YES
Other Alphaproteobacteria_K03782,0.000390656500317458,16,4,24,YES
Crocosphaera_K02904,0.000394051574784382,24,12,24,YES
Other Alphaproteobacteria_K10559,0.000394051574784382,24,12,24,YES
High-light Pro_--,0.000395534067340295,24,20,24,YES
High-light Pro_K00830,0.000397544642158726,8,16,24,YES
High-light Pro_K03885,0.000397544642158726,8,16,24,YES
SAR92_K01703,0.000397544642158726,8,16,24,YES
Crocosphaera_K02040,0.000407551725730276,16,16,24,YES
Crocosphaera_K11717,0.000407551725730276,20,12,24,YES
High-light Pro_K02694,0.000407919923204153,4,16,24,YES
Crocosphaera_K02888,0.000414829191817801,24,8,24,YES
High-light Pro_K03592,0.000414829191817801,8,16,24,YES
Crocosphaera_K01689,0.000419799561769049,16,16,24,YES
Rivulariaceae_K00605,0.000419799561769049,16,16,24,YES
SAR92_K03073,0.000439406733553462,4,12,24,YES
Crocosphaera_K01595,0.000439790017091385,16,8,24,YES
Crocosphaera_K02874,0.000439790017091385,24,16,24,YES
Crocosphaera_K06118,0.000439790017091385,24,16,24,YES
Crocosphaera_K09013,0.000459780472413721,16,16,24,YES
SAR11_K00101,0.000459780472413721,16,8,24,YES
SAR11-like_K04080,0.000459780472413721,12,8,24,YES
SAR116_K00413,0.000459780472413721,12,8,24,YES
Crocosphaera_K02288,0.000460330863722674,4,12,24,YES
Crocosphaera_K03856,0.000460330863722674,16,12,24,YES
Crocosphaera_K09691,0.000460330863722674,4,12,24,YES
Crocosphaera_K13282,0.000460330863722674,16,12,24,YES
High-light Pro_K00927,0.000460330863722674,4,12,24,YES
SAR92_K01874,0.000460330863722674,4,12,24,YES
Crocosphaera_K09001,0.000462247690994038,4,4,24,YES
Crocosphaera_K09942,0.000473067933401997,24,16,24,YES
SAR11_K03641,0.000479770927736056,16,8,24,YES
High-light Pro_K00325,0.000481254993891887,16,12,24,YES
Eukaryota_K02709,0.00049192222647273,4,16,24,YES
OM60/NOR5_K03073,0.00049192222647273,4,8,24,YES
SAR86_K04771,0.00049192222647273,4,16,24,YES
Roseobacter_K10439,0.000499761383058392,16,16,24,YES
Crocosphaera_K01872,0.000501684184759712,24,8,24,YES
Crocosphaera_K03496,0.000501684184759712,24,8,24,YES
SAR92_K02198,0.000501684184759712,8,16,24,YES
Crocosphaera_K02643,0.000502179124061099,4,12,24,YES
Crocosphaera_K02945,0.000504496919319853,24,8,24,YES
--_K00394,0.00051221882312729,12,12,24,YES
Crocosphaera_K03073,0.00051221882312729,24,12,24,YES
High-light Pro_K00161,0.00051221882312729,8,12,24,YES
Other Alphaproteobacteria_K00413,0.00051221882312729,12,12,24,YES
Planctomycetes_K00240,0.00051221882312729,12,12,24,YES
SAR11_K00384,0.00051221882312729,12,12,24,YES
SAR116_K00411,0.00051221882312729,12,12,24,YES
SAR92_K02392,0.00051221882312729,24,12,24,YES
Chloroflexi_K02030,0.000514282327676036,4,16,24,YES
Crocosphaera_K07305,0.000514282327676036,4,16,24,YES
Flavobacteriia_K02313,0.000514282327676036,20,8,24,YES
High-light Pro_K01704,0.000521434409435882,8,12,24,YES
